Sample_ID,Replicate,Lithology ,Mineralogy,Phase,Analytical_Method,Chemistry,d33,d33_2sd,d34,sig_d34s,d36,d36_2sd,D33S,sig_D33S,D36S,sig_D36S,age_max,age_min,age_mean,Age_uncertainty,Age_method,age_source,Craton,Supergroup ,Group ,Subgroup,Formation ,Member,GSDBFM,Core,core_rim,Depth,Source,DOI,Publication_Date,NON_ATM_FLAG,MC_comment
VER-01D,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,2.91,0.01,,,-1,0.01,0.98,0.1,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
VER-01E,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.59,0.02,,,-0.87,0.03,0.7,0.10,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
VER-01F,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.44,0.01,,,-0.86,0.01,0.6,0.10,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
VER-02,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.49,0.01,,,-0.4,0.02,0.5,0.30,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
VER-02,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.43,0.01,,,-0.43,0.02,0.6,0.10,3416,3334,3410,,,"Kröner et al., 1991; Byerly et al.,1996; de Vries et al., 2010",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Kromberg,Buck Reef chert,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-A1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.37,0.02,,,-1.01,0.02,1.2,0.30,3535,3520,3527.5,,,"Roerdink et al., 2016",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-A1,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.78,0.01,,,-1.06,0.03,0.97,0.1,3535,3520,3527.5,,,"Roerdink et al., 2017",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-A1,4,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.42,0.02,,,-1.02,0.02,1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2018",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-A1,5,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.25,0.01,,,-1.07,0.02,1,0.30,3535,3520,3527.5,,,"Roerdink et al., 2019",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-B1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.81,0.01,,,-1.01,0.03,0.9,0.10,3535,3520,3527.5,,,"Roerdink et al., 2020",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-B1,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,9.4,0.01,,,-0.8,0.03,0.9,0.40,3535,3520,3527.5,,,"Roerdink et al., 2021",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-B1,3,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.42,0.01,,,-0.92,0.03,0.88,0.1,3535,3520,3527.5,,,"Roerdink et al., 2022",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-D2,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.83,0.01,,,-0.94,0.01,0.9,0.1,3535,3520,3527.5,,,"Roerdink et al., 2023",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-E1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.25,0.01,,,-1.06,0.01,1.2,0.30,3535,3520,3527.5,,,"Roerdink et al., 2024",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-E1,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.14,0.01,,,-1.04,0.02,1.1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2025",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-F1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.77,0.03,,,-1.04,0.03,1.1,0.60,3535,3520,3527.5,,,"Roerdink et al., 2026",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-F1,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.96,0.01,,,-1.05,0.01,1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2027",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-G1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.8,0.01,,,-1.05,0.02,1.1,0.10,3535,3520,3527.5,,,"Roerdink et al., 2028",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-G1,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.91,0.01,,,-1.07,0.01,1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2029",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-I1,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.94,0.02,,,-1.04,0.03,1.03,0.1,3535,3520,3527.5,,,"Roerdink et al., 2030",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-02-I1,3,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.02,0.01,,,-1.01,0.03,1,0.10,3535,3520,3527.5,,,"Roerdink et al., 2031",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-A,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.92,0.01,,,-1.15,0.01,1.2,0.20,3535,3520,3527.5,,,"Roerdink et al., 2032",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-A,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.55,0.01,,,-1.12,0.01,1.16,0.1,3535,3520,3527.5,,,"Roerdink et al., 2033",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-A,3,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.59,0.01,,,-1.03,0.01,0.9,0.20,3535,3520,3527.5,,,"Roerdink et al., 2034",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-A,4,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.77,0.01,,,-1,0.03,0.98,0.1,3535,3520,3527.5,,,"Roerdink et al., 2035",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-B1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.78,0.01,,,-1.05,0.03,1.1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2036",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-D1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.85,0.01,,,-1.05,0.02,1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2037",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
LON-01-E1,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.04,0.02,,,-1.04,0.05,1,0.20,3535,3520,3527.5,,,"Roerdink et al., 2038",Kaapvaal,Barberton,Onverwacht,Lower Onverwacht,Theespruit,Londozi,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
TR-03-1,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.15,0.02,,,-0.58,0.03,0.5,0.10,3265,3255,3260,,,"Kröner et al., 1991; Kohler, 2003",Kaapvaal,Barberton,Figtree,,Bien Venue,Stentor,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
TR-03-2,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,2.9,0.02,,,-0.55,0.01,0.5,0.20,3265,3255,3260,,,"Kröner et al., 1991; Kohler, 2003",Kaapvaal,Barberton,Figtree,,Bien Venue,Stentor,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
TR-04-1,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.6,0.01,,,-0.54,0.03,0.6,0.10,3265,3255,3260,,,"Kröner et al., 1991; Kohler, 2003",Kaapvaal,Barberton,Figtree,,Bien Venue,Stentor,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
TR-04-2,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.67,0.02,,,-0.43,0.01,0.2,0.30,3265,3255,3260,,,"Kröner et al., 1991; Kohler, 2003",Kaapvaal,Barberton,Figtree,,Bien Venue,Stentor,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
TR-04-2,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,5.66,0.02,,,-0.47,0.04,0.3,0.20,3265,3255,3260,,,"Kröner et al., 1991; Kohler, 2003",Kaapvaal,Barberton,Figtree,,Bien Venue,Stentor,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
FT-155.5,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.46,0.01,,,-0.4,0.03,0.3,0.40,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
FT-155.5,2,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.99,0.01,,,-0.48,0.02,0.6,0.20,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
FT-173,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.57,0.02,,,-0.58,0.03,0.76,0.1,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
FT-179,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.1,0.01,,,-0.47,0.04,0.5,0.40,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
FT-188.2,1,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.25,0.02,,,-0.41,0.03,0,0.20,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
BV-07-1,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,4.3,0.01,,,-0.34,0.03,0.52,0.1,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
BV-07-2,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,6.4,0.01,,,-0.44,0.07,0.2,0.30,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
BV-01-2c,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.23,0.01,,,-0.75,0.02,0.6,0.20,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
BV-01-3c,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.98,0.02,,,-0.7,0.01,0.7,0.10,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
BV-01-4d,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.9,0.02,,,-0.64,0.02,0.7,0.30,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
BV-01-5d,,Barite,Barite,Sulfate,Bulk SF6,Thode,,,3.66,0.01,,,-0.7,0.01,0.6,0.10,3260,3230,3245,,,"Heinrichs and Reimer, 1977",Kaapvaal,Barberton,Figtree,,Mapepe,Barite Valley,,Outcrop,,,"Roerdink et al., 2012",10.1016/j.epsl.2012.03.020,2012,OK,
B3,1,barite,"Pyrite, layered",Sulfide,SIMS,,,,3.163736551,0.34,,,-0.290732436,0.31,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,2,barite,"Pyrite, layered",Sulfide,SIMS,,,,0.333452961,0.34,,,-0.071644673,0.27,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,3,barite,"Pyrite, layered",Sulfide,SIMS,,,,-0.982632296,0.34,,,-0.024206395,0.34,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,4,barite,"Pyrite, layered",Sulfide,SIMS,,,,-0.027081208,0.34,,,0.968302799,0.26,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,5,barite,"Pyrite, layered",Sulfide,SIMS,,,,-0.652594438,0.34,,,0.15129368,0.25,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,6,barite,"Pyrite, layered",Sulfide,SIMS,,,,1.080951437,0.34,,,-0.068617174,0.28,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-1,barite,"Pyrite, layered",Sulfide,SIMS,,,,2.666759625,0.35,,,0.136333001,0.29,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-2,barite,"Pyrite, layered",Sulfide,SIMS,,,,-1.136017447,0.39,,,-0.123104652,0.31,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-3,barite,"Pyrite, layered",Sulfide,SIMS,,,,1.327858609,0.34,,,-0.046952915,0.31,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-4,barite,"Pyrite, layered",Sulfide,SIMS,,,,2.782645608,0.34,,,-0.035958404,0.26,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-5,barite,"Pyrite, layered",Sulfide,SIMS,,,,1.193900738,0.34,,,0.083812785,0.33,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-6,barite,"Pyrite, layered",Sulfide,SIMS,,,,4.157012705,0.34,,,0.254075303,0.29,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-8,barite,"Pyrite, layered",Sulfide,SIMS,,,,5.304577605,0.34,,,0.089965923,0.32,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-9,barite,"Pyrite, layered",Sulfide,SIMS,,,,4.08675824,0.34,,,0.065994603,0.28,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-10,barite,"Pyrite, layered",Sulfide,SIMS,,,,2.57549659,0.34,,,0.105179987,0.26,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-11,barite,"Pyrite, layered",Sulfide,SIMS,,,,0.437818116,0.40,,,0.040502373,0.37,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-12,barite,"Pyrite, layered",Sulfide,SIMS,,,,0.52433728,0.41,,,0.243113761,0.31,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-13,barite,"Pyrite, layered",Sulfide,SIMS,,,,2.01459036,0.33,,,0.141949276,0.27,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-14,barite,"Pyrite, layered",Sulfide,SIMS,,,,0.964839555,0.35,,,-0.000397268,0.32,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-16,barite,"Pyrite, layered",Sulfide,SIMS,,,,1.515806246,0.34,,,-0.080817702,0.29,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-17,barite,"Pyrite, layered",Sulfide,SIMS,,,,0.624862158,0.34,,,0.043774168,0.31,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-18,barite,"Pyrite, layered",Sulfide,SIMS,,,,4.771231005,0.34,,,0.066712697,0.31,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-19,barite,"Pyrite, layered",Sulfide,SIMS,,,,0.869510345,0.35,,,-0.010056262,0.28,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-20,barite,"Pyrite, layered",Sulfide,SIMS,,,,1.150980003,0.38,,,0.138233633,0.29,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-21,barite,"Pyrite, layered",Sulfide,SIMS,,,,3.773662777,0.34,,,-0.320699922,0.29,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B3,trav1-23,barite,"Pyrite, layered",Sulfide,SIMS,,,,3.234216915,0.36,,,-0.102386469,0.33,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.2,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-1,barite,"Pyrite, massive",Sulfide,SIMS,,,,2.094472717,0.14,,,0.12711303,0.27,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-2,barite,"Pyrite, massive",Sulfide,SIMS,,,,3.890948651,0.19,,,0.21913653,0.26,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-3,barite,"Pyrite, massive",Sulfide,SIMS,,,,4.183960382,0.12,,,0.359281229,0.29,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-4,barite,"Pyrite, massive",Sulfide,SIMS,,,,4.622461362,0.13,,,0.47547387,0.27,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-5,barite,"Pyrite, massive",Sulfide,SIMS,,,,6.964521976,0.14,,,0.284896587,0.23,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-6,barite,"Pyrite, massive",Sulfide,SIMS,,,,3.820011347,0.13,,,0.378792995,0.30,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-7,barite,"Pyrite, massive",Sulfide,SIMS,,,,4.162950289,0.11,,,0.177363877,0.23,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
B1,1b-8,barite,"Pyrite, massive",Sulfide,SIMS,,,,4.078232171,0.09,,,0.552409605,0.24,,,3260,3230,3245,,,"Lowe and Nocita, 1999",Kaapvaal,Barberton,Figtree,,Mapepe,,,ETC 1975 Heemsteede No. 5,,155.5,"Roerdink et al., 2013",10.1016/j.gca.2013.04.027,2013,OK,
